from_id,to_id,market_value,allocation_pct,as_of_date
AC00477,P012,337465.96,35,2026-07-01
AC00477,P042,241047.11,25,2026-07-01
AC00477,P031,192837.69,20,2026-07-01
AC00477,P033,192837.69,20,2026-07-01
AC00478,P032,412458.39,35,2026-07-01
AC00478,P058,294613.14,25,2026-07-01
AC00478,P021,235690.51,20,2026-07-01
AC00478,P057,235690.51,20,2026-07-01
AC00479,P040,338713.2,35,2026-07-01
AC00479,P047,241938.0,25,2026-07-01
AC00479,P042,193550.4,20,2026-07-01
AC00479,P017,193550.4,20,2026-07-01
AC00480,P004,413982.8,35,2026-07-01
AC00480,P007,295702.0,25,2026-07-01
AC00480,P046,236561.6,20,2026-07-01
AC00480,P025,236561.6,20,2026-07-01
AC00481,P042,339960.44,35,2026-07-01
AC00481,P011,242828.89,25,2026-07-01
AC00481,P012,194263.11,20,2026-07-01
AC00481,P007,194263.11,20,2026-07-01
AC00482,P042,415507.21,35,2026-07-01
AC00482,P026,296790.86,25,2026-07-01
AC00482,P004,237432.69,20,2026-07-01
AC00482,P011,237432.69,20,2026-07-01
AC00483,P041,341207.68,35,2026-07-01
AC00483,P044,243719.77,25,2026-07-01
AC00483,P017,194975.82,20,2026-07-01
AC00483,P059,194975.82,20,2026-07-01
AC00484,P055,417031.61,35,2026-07-01
AC00484,P033,297879.72,25,2026-07-01
AC00484,P049,238303.78,20,2026-07-01
AC00484,P002,238303.78,20,2026-07-01
AC00485,P023,342454.93,35,2026-07-01
AC00485,P064,244610.66,25,2026-07-01
AC00485,P035,195688.53,20,2026-07-01
AC00485,P012,195688.53,20,2026-07-01
AC00486,P030,418556.02,35,2026-07-01
AC00486,P046,298968.59,25,2026-07-01
AC00486,P062,239174.87,20,2026-07-01
AC00486,P055,239174.87,20,2026-07-01
AC00487,P029,343702.17,35,2026-07-01
AC00487,P045,245501.55,25,2026-07-01
AC00487,P041,196401.24,20,2026-07-01
AC00487,P019,196401.24,20,2026-07-01
AC00488,P037,420080.43,35,2026-07-01
AC00488,P044,300057.45,25,2026-07-01
AC00488,P032,240045.96,20,2026-07-01
AC00488,P035,240045.96,20,2026-07-01
AC00489,P018,344949.41,35,2026-07-01
AC00489,P051,246392.44,25,2026-07-01
AC00489,P019,197113.95,20,2026-07-01
AC00489,P003,197113.95,20,2026-07-01
AC00490,P016,421604.84,35,2026-07-01
AC00490,P048,301146.31,25,2026-07-01
AC00490,P036,240917.05,20,2026-07-01
AC00490,P054,240917.05,20,2026-07-01
AC00491,P049,346196.65,35,2026-07-01
AC00491,P055,247283.33,25,2026-07-01
AC00491,P063,197826.66,20,2026-07-01
AC00491,P058,197826.66,20,2026-07-01
AC00492,P030,423129.24,35,2026-07-01
AC00492,P037,302235.17,25,2026-07-01
AC00492,P064,241788.14,20,2026-07-01
AC00492,P014,241788.14,20,2026-07-01
AC00493,P053,347443.9,35,2026-07-01
AC00493,P001,248174.21,25,2026-07-01
AC00493,P004,198539.37,20,2026-07-01
AC00493,P044,198539.37,20,2026-07-01
AC00494,P025,424653.65,35,2026-07-01
AC00494,P062,303324.04,25,2026-07-01
AC00494,P016,242659.23,20,2026-07-01
AC00494,P040,242659.23,20,2026-07-01
AC00495,P002,348691.14,35,2026-07-01
AC00495,P059,249065.1,25,2026-07-01
AC00495,P005,199252.08,20,2026-07-01
AC00495,P054,199252.08,20,2026-07-01
AC00496,P021,426178.06,35,2026-07-01
AC00496,P064,304412.9,25,2026-07-01
AC00496,P017,243530.32,20,2026-07-01
AC00496,P034,243530.32,20,2026-07-01
AC00497,P053,349938.38,35,2026-07-01
AC00497,P057,249955.99,25,2026-07-01
AC00497,P025,199964.79,20,2026-07-01
AC00497,P010,199964.79,20,2026-07-01
AC00498,P010,427702.47,35,2026-07-01
AC00498,P007,305501.76,25,2026-07-01
AC00498,P035,244401.41,20,2026-07-01
AC00498,P036,244401.41,20,2026-07-01
AC00499,P014,351185.62,35,2026-07-01
AC00499,P047,250846.88,25,2026-07-01
AC00499,P027,200677.5,20,2026-07-01
AC00499,P015,200677.5,20,2026-07-01
AC00500,P043,429226.88,35,2026-07-01
AC00500,P009,306590.62,25,2026-07-01
AC00500,P051,245272.5,20,2026-07-01
AC00500,P031,245272.5,20,2026-07-01
AC00501,P063,352432.87,35,2026-07-01
AC00501,P021,251737.76,25,2026-07-01
AC00501,P010,201390.21,20,2026-07-01
AC00501,P018,201390.21,20,2026-07-01
AC00502,P002,430751.28,35,2026-07-01
AC00502,P021,307679.49,25,2026-07-01
AC00502,P043,246143.59,20,2026-07-01
AC00502,P016,246143.59,20,2026-07-01
AC00503,P035,353680.11,35,2026-07-01
AC00503,P030,252628.65,25,2026-07-01
AC00503,P034,202102.92,20,2026-07-01
AC00503,P056,202102.92,20,2026-07-01
AC00504,P048,432275.69,35,2026-07-01
AC00504,P014,308768.35,25,2026-07-01
AC00504,P017,247014.68,20,2026-07-01
AC00504,P011,247014.68,20,2026-07-01
AC00505,P019,354927.35,35,2026-07-01
AC00505,P030,253519.54,25,2026-07-01
AC00505,P052,202815.63,20,2026-07-01
AC00505,P024,202815.63,20,2026-07-01
AC00506,P012,433800.1,35,2026-07-01
AC00506,P051,309857.21,25,2026-07-01
AC00506,P035,247885.77,20,2026-07-01
AC00506,P011,247885.77,20,2026-07-01
AC00507,P009,356174.59,35,2026-07-01
AC00507,P045,254410.42,25,2026-07-01
AC00507,P011,203528.34,20,2026-07-01
AC00507,P038,203528.34,20,2026-07-01
AC00508,P010,435324.51,35,2026-07-01
AC00508,P011,310946.08,25,2026-07-01
AC00508,P014,248756.86,20,2026-07-01
AC00508,P064,248756.86,20,2026-07-01
AC00509,P055,357421.84,35,2026-07-01
AC00509,P045,255301.31,25,2026-07-01
AC00509,P022,204241.05,20,2026-07-01
AC00509,P019,204241.05,20,2026-07-01
AC00510,P044,436848.91,35,2026-07-01
AC00510,P009,312034.94,25,2026-07-01
AC00510,P063,249627.95,20,2026-07-01
AC00510,P023,249627.95,20,2026-07-01
AC00511,P001,358669.08,35,2026-07-01
AC00511,P063,256192.2,25,2026-07-01
AC00511,P047,204953.76,20,2026-07-01
AC00511,P024,204953.76,20,2026-07-01
AC00512,P059,438373.32,35,2026-07-01
AC00512,P044,313123.8,25,2026-07-01
AC00512,P052,250499.04,20,2026-07-01
AC00512,P063,250499.04,20,2026-07-01
AC00513,P018,359916.32,35,2026-07-01
AC00513,P051,257083.09,25,2026-07-01
AC00513,P005,205666.47,20,2026-07-01
AC00513,P022,205666.47,20,2026-07-01
AC00514,P011,439897.73,35,2026-07-01
AC00514,P012,314212.66,25,2026-07-01
AC00514,P034,251370.13,20,2026-07-01
AC00514,P022,251370.13,20,2026-07-01
AC00515,P025,361163.57,35,2026-07-01
AC00515,P034,257973.98,25,2026-07-01
AC00515,P046,206379.18,20,2026-07-01
AC00515,P005,206379.18,20,2026-07-01
AC00516,P030,441422.14,35,2026-07-01
AC00516,P004,315301.53,25,2026-07-01
AC00516,P010,252241.22,20,2026-07-01
AC00516,P044,252241.22,20,2026-07-01
AC00517,P056,362410.81,35,2026-07-01
AC00517,P055,258864.86,25,2026-07-01
AC00517,P008,207091.89,20,2026-07-01
AC00517,P030,207091.89,20,2026-07-01
AC00518,P060,442946.54,35,2026-07-01
AC00518,P024,316390.39,25,2026-07-01
AC00518,P055,253112.31,20,2026-07-01
AC00518,P010,253112.31,20,2026-07-01
AC00519,P006,363658.05,35,2026-07-01
AC00519,P008,259755.75,25,2026-07-01
AC00519,P025,207804.6,20,2026-07-01
AC00519,P007,207804.6,20,2026-07-01
AC00520,P039,444470.95,35,2026-07-01
AC00520,P033,317479.25,25,2026-07-01
AC00520,P034,253983.4,20,2026-07-01
AC00520,P023,253983.4,20,2026-07-01
AC00521,P060,364905.29,35,2026-07-01
AC00521,P007,260646.64,25,2026-07-01
AC00521,P041,208517.31,20,2026-07-01
AC00521,P019,208517.31,20,2026-07-01
AC00522,P051,445995.36,35,2026-07-01
AC00522,P042,318568.11,25,2026-07-01
AC00522,P037,254854.49,20,2026-07-01
AC00522,P063,254854.49,20,2026-07-01
AC00523,P047,366152.53,35,2026-07-01
AC00523,P015,261537.52,25,2026-07-01
AC00523,P018,209230.02,20,2026-07-01
AC00523,P035,209230.02,20,2026-07-01
AC00524,P011,447519.76,35,2026-07-01
AC00524,P035,319656.97,25,2026-07-01
AC00524,P037,255725.58,20,2026-07-01
AC00524,P033,255725.58,20,2026-07-01
AC00525,P008,367399.78,35,2026-07-01
AC00525,P036,262428.41,25,2026-07-01
AC00525,P047,209942.73,20,2026-07-01
AC00525,P048,209942.73,20,2026-07-01
AC00526,P040,449044.17,35,2026-07-01
AC00526,P022,320745.84,25,2026-07-01
AC00526,P033,256596.67,20,2026-07-01
AC00526,P049,256596.67,20,2026-07-01
AC00527,P035,368647.02,35,2026-07-01
AC00527,P034,263319.3,25,2026-07-01
AC00527,P018,210655.44,20,2026-07-01
AC00527,P011,210655.44,20,2026-07-01
AC00528,P027,450568.58,35,2026-07-01
AC00528,P010,321834.7,25,2026-07-01
AC00528,P008,257467.76,20,2026-07-01
AC00528,P011,257467.76,20,2026-07-01
AC00529,P041,369894.26,35,2026-07-01
AC00529,P058,264210.19,25,2026-07-01
AC00529,P035,211368.15,20,2026-07-01
AC00529,P004,211368.15,20,2026-07-01
AC00530,P051,452092.99,35,2026-07-01
AC00530,P034,322923.56,25,2026-07-01
AC00530,P059,258338.85,20,2026-07-01
AC00530,P013,258338.85,20,2026-07-01
AC00531,P024,371141.51,35,2026-07-01
AC00531,P031,265101.08,25,2026-07-01
AC00531,P021,212080.86,20,2026-07-01
AC00531,P020,212080.86,20,2026-07-01
AC00532,P014,453617.39,35,2026-07-01
AC00532,P031,324012.42,25,2026-07-01
AC00532,P055,259209.94,20,2026-07-01
AC00532,P033,259209.94,20,2026-07-01
AC00533,P052,372388.75,35,2026-07-01
AC00533,P061,265991.96,25,2026-07-01
AC00533,P010,212793.57,20,2026-07-01
AC00533,P020,212793.57,20,2026-07-01
AC00534,P045,455141.8,35,2026-07-01
AC00534,P013,325101.29,25,2026-07-01
AC00534,P055,260081.03,20,2026-07-01
AC00534,P053,260081.03,20,2026-07-01
AC00535,P008,373635.99,35,2026-07-01
AC00535,P003,266882.85,25,2026-07-01
AC00535,P007,213506.28,20,2026-07-01
AC00535,P018,213506.28,20,2026-07-01
AC00536,P063,456666.21,35,2026-07-01
AC00536,P004,326190.15,25,2026-07-01
AC00536,P032,260952.12,20,2026-07-01
AC00536,P013,260952.12,20,2026-07-01
AC00537,P023,374883.23,35,2026-07-01
AC00537,P011,267773.74,25,2026-07-01
AC00537,P015,214218.99,20,2026-07-01
AC00537,P002,214218.99,20,2026-07-01
AC00538,P021,458190.62,35,2026-07-01
AC00538,P042,327279.01,25,2026-07-01
AC00538,P014,261823.21,20,2026-07-01
AC00538,P060,261823.21,20,2026-07-01
AC00539,P061,376130.47,35,2026-07-01
AC00539,P041,268664.62,25,2026-07-01
AC00539,P034,214931.7,20,2026-07-01
AC00539,P017,214931.7,20,2026-07-01
AC00540,P023,459715.02,35,2026-07-01
AC00540,P050,328367.88,25,2026-07-01
AC00540,P055,262694.3,20,2026-07-01
AC00540,P040,262694.3,20,2026-07-01
AC00541,P027,377377.72,35,2026-07-01
AC00541,P036,269555.51,25,2026-07-01
AC00541,P025,215644.41,20,2026-07-01
AC00541,P005,215644.41,20,2026-07-01
AC00542,P004,461239.43,35,2026-07-01
AC00542,P020,329456.74,25,2026-07-01
AC00542,P033,263565.39,20,2026-07-01
AC00542,P058,263565.39,20,2026-07-01
AC00543,P043,378624.96,35,2026-07-01
AC00543,P008,270446.4,25,2026-07-01
AC00543,P027,216357.12,20,2026-07-01
AC00543,P063,216357.12,20,2026-07-01
AC00544,P038,462763.84,35,2026-07-01
AC00544,P053,330545.6,25,2026-07-01
AC00544,P007,264436.48,20,2026-07-01
AC00544,P055,264436.48,20,2026-07-01
AC00545,P058,379872.2,35,2026-07-01
AC00545,P002,271337.29,25,2026-07-01
AC00545,P035,217069.83,20,2026-07-01
AC00545,P006,217069.83,20,2026-07-01
AC00546,P031,464288.25,35,2026-07-01
AC00546,P016,331634.46,25,2026-07-01
AC00546,P052,265307.57,20,2026-07-01
AC00546,P024,265307.57,20,2026-07-01
AC00547,P048,381119.44,35,2026-07-01
AC00547,P046,272228.17,25,2026-07-01
AC00547,P047,217782.54,20,2026-07-01
AC00547,P020,217782.54,20,2026-07-01
AC00548,P062,465812.65,35,2026-07-01
AC00548,P042,332723.33,25,2026-07-01
AC00548,P020,266178.66,20,2026-07-01
AC00548,P046,266178.66,20,2026-07-01
AC00549,P024,382366.69,35,2026-07-01
AC00549,P019,273119.06,25,2026-07-01
AC00549,P017,218495.25,20,2026-07-01
AC00549,P033,218495.25,20,2026-07-01
AC00550,P022,467337.06,35,2026-07-01
AC00550,P031,333812.19,25,2026-07-01
AC00550,P019,267049.75,20,2026-07-01
AC00550,P038,267049.75,20,2026-07-01
AC00551,P014,383613.93,35,2026-07-01
AC00551,P030,274009.95,25,2026-07-01
AC00551,P047,219207.96,20,2026-07-01
AC00551,P029,219207.96,20,2026-07-01
AC00552,P004,468861.47,35,2026-07-01
AC00552,P002,334901.05,25,2026-07-01
AC00552,P012,267920.84,20,2026-07-01
AC00552,P048,267920.84,20,2026-07-01
AC00553,P039,384861.17,35,2026-07-01
AC00553,P001,274900.84,25,2026-07-01
AC00553,P031,219920.67,20,2026-07-01
AC00553,P027,219920.67,20,2026-07-01
AC00554,P045,470385.88,35,2026-07-01
AC00554,P054,335989.91,25,2026-07-01
AC00554,P007,268791.93,20,2026-07-01
AC00554,P036,268791.93,20,2026-07-01
AC00555,P004,386108.41,35,2026-07-01
AC00555,P031,275791.72,25,2026-07-01
AC00555,P029,220633.38,20,2026-07-01
AC00555,P037,220633.38,20,2026-07-01
AC00556,P063,471910.28,35,2026-07-01
AC00556,P054,337078.78,25,2026-07-01
AC00556,P062,269663.02,20,2026-07-01
AC00556,P047,269663.02,20,2026-07-01
AC00557,P017,387355.66,35,2026-07-01
AC00557,P037,276682.61,25,2026-07-01
AC00557,P021,221346.09,20,2026-07-01
AC00557,P006,221346.09,20,2026-07-01
AC00558,P055,473434.69,35,2026-07-01
AC00558,P029,338167.64,25,2026-07-01
AC00558,P044,270534.11,20,2026-07-01
AC00558,P019,270534.11,20,2026-07-01
AC00559,P063,388602.9,35,2026-07-01
AC00559,P020,277573.5,25,2026-07-01
AC00559,P012,222058.8,20,2026-07-01
AC00559,P061,222058.8,20,2026-07-01
AC00560,P003,474959.1,35,2026-07-01
AC00560,P020,339256.5,25,2026-07-01
AC00560,P030,271405.2,20,2026-07-01
AC00560,P006,271405.2,20,2026-07-01
AC00561,P002,389850.14,35,2026-07-01
AC00561,P001,278464.39,25,2026-07-01
AC00561,P025,222771.51,20,2026-07-01
AC00561,P013,222771.51,20,2026-07-01
AC00562,P049,476483.51,35,2026-07-01
AC00562,P052,340345.36,25,2026-07-01
AC00562,P031,272276.29,20,2026-07-01
AC00562,P053,272276.29,20,2026-07-01
AC00563,P048,391097.39,35,2026-07-01
AC00563,P028,279355.28,25,2026-07-01
AC00563,P011,223484.22,20,2026-07-01
AC00563,P064,223484.22,20,2026-07-01
AC00564,P055,478007.91,35,2026-07-01
AC00564,P058,341434.22,25,2026-07-01
AC00564,P015,273147.38,20,2026-07-01
AC00564,P031,273147.38,20,2026-07-01
AC00565,P053,392344.63,35,2026-07-01
AC00565,P052,280246.16,25,2026-07-01
AC00565,P054,224196.93,20,2026-07-01
AC00565,P063,224196.93,20,2026-07-01
AC00566,P017,479532.32,35,2026-07-01
AC00566,P042,342523.09,25,2026-07-01
AC00566,P045,274018.47,20,2026-07-01
AC00566,P004,274018.47,20,2026-07-01
AC00567,P015,393591.87,35,2026-07-01
AC00567,P003,281137.05,25,2026-07-01
AC00567,P023,224909.64,20,2026-07-01
AC00567,P041,224909.64,20,2026-07-01
AC00568,P060,481056.73,35,2026-07-01
AC00568,P047,343611.95,25,2026-07-01
AC00568,P050,274889.56,20,2026-07-01
AC00568,P031,274889.56,20,2026-07-01
AC00569,P027,394839.11,35,2026-07-01
AC00569,P022,282027.94,25,2026-07-01
AC00569,P034,225622.35,20,2026-07-01
AC00569,P021,225622.35,20,2026-07-01
AC00570,P024,482581.14,35,2026-07-01
AC00570,P055,344700.81,25,2026-07-01
AC00570,P010,275760.65,20,2026-07-01
AC00570,P040,275760.65,20,2026-07-01
AC00571,P041,396086.35,35,2026-07-01
AC00571,P006,282918.83,25,2026-07-01
AC00571,P032,226335.06,20,2026-07-01
AC00571,P053,226335.06,20,2026-07-01
AC00572,P021,484105.54,35,2026-07-01
AC00572,P061,345789.67,25,2026-07-01
AC00572,P057,276631.74,20,2026-07-01
AC00572,P009,276631.74,20,2026-07-01
AC00573,P025,397333.6,35,2026-07-01
AC00573,P060,283809.71,25,2026-07-01
AC00573,P054,227047.77,20,2026-07-01
AC00573,P008,227047.77,20,2026-07-01
AC00574,P017,485629.95,35,2026-07-01
AC00574,P061,346878.54,25,2026-07-01
AC00574,P014,277502.83,20,2026-07-01
AC00574,P059,277502.83,20,2026-07-01
AC00575,P049,398580.84,35,2026-07-01
AC00575,P056,284700.6,25,2026-07-01
AC00575,P017,227760.48,20,2026-07-01
AC00575,P048,227760.48,20,2026-07-01
AC00576,P005,487154.36,35,2026-07-01
AC00576,P032,347967.4,25,2026-07-01
AC00576,P011,278373.92,20,2026-07-01
AC00576,P014,278373.92,20,2026-07-01
AC00577,P057,399828.08,35,2026-07-01
AC00577,P056,285591.49,25,2026-07-01
AC00577,P027,228473.19,20,2026-07-01
AC00577,P059,228473.19,20,2026-07-01
AC00578,P018,488678.77,35,2026-07-01
AC00578,P013,349056.26,25,2026-07-01
AC00578,P058,279245.01,20,2026-07-01
AC00578,P007,279245.01,20,2026-07-01
AC00579,P062,401075.32,35,2026-07-01
AC00579,P014,286482.38,25,2026-07-01
AC00579,P036,229185.9,20,2026-07-01
AC00579,P018,229185.9,20,2026-07-01
AC00580,P001,490203.17,35,2026-07-01
AC00580,P010,350145.12,25,2026-07-01
AC00580,P003,280116.1,20,2026-07-01
AC00580,P017,280116.1,20,2026-07-01
AC00581,P010,402322.57,35,2026-07-01
AC00581,P051,287373.26,25,2026-07-01
AC00581,P032,229898.61,20,2026-07-01
AC00581,P036,229898.61,20,2026-07-01
AC00582,P019,491727.58,35,2026-07-01
AC00582,P031,351233.99,25,2026-07-01
AC00582,P059,280987.19,20,2026-07-01
AC00582,P064,280987.19,20,2026-07-01
AC00583,P026,403569.81,35,2026-07-01
AC00583,P043,288264.15,25,2026-07-01
AC00583,P039,230611.32,20,2026-07-01
AC00583,P008,230611.32,20,2026-07-01
AC00584,P048,493251.99,35,2026-07-01
AC00584,P016,352322.85,25,2026-07-01
AC00584,P017,281858.28,20,2026-07-01
AC00584,P051,281858.28,20,2026-07-01
AC00585,P030,404817.05,35,2026-07-01
AC00585,P033,289155.04,25,2026-07-01
AC00585,P007,231324.03,20,2026-07-01
AC00585,P044,231324.03,20,2026-07-01
AC00586,P033,494776.4,35,2026-07-01
AC00586,P060,353411.71,25,2026-07-01
AC00586,P063,282729.37,20,2026-07-01
AC00586,P025,282729.37,20,2026-07-01
AC00587,P030,406064.29,35,2026-07-01
AC00587,P056,290045.92,25,2026-07-01
AC00587,P031,232036.74,20,2026-07-01
AC00587,P001,232036.74,20,2026-07-01
AC00588,P032,496300.8,35,2026-07-01
AC00588,P012,354500.58,25,2026-07-01
AC00588,P024,283600.46,20,2026-07-01
AC00588,P030,283600.46,20,2026-07-01
AC00589,P021,407311.54,35,2026-07-01
AC00589,P019,290936.81,25,2026-07-01
AC00589,P043,232749.45,20,2026-07-01
AC00589,P002,232749.45,20,2026-07-01
AC00590,P030,497825.21,35,2026-07-01
AC00590,P055,355589.44,25,2026-07-01
AC00590,P021,284471.55,20,2026-07-01
AC00590,P057,284471.55,20,2026-07-01
AC00591,P006,408558.78,35,2026-07-01
AC00591,P003,291827.7,25,2026-07-01
AC00591,P021,233462.16,20,2026-07-01
AC00591,P055,233462.16,20,2026-07-01
AC00592,P063,499349.62,35,2026-07-01
AC00592,P056,356678.3,25,2026-07-01
AC00592,P016,285342.64,20,2026-07-01
AC00592,P009,285342.64,20,2026-07-01
AC00593,P004,409806.02,35,2026-07-01
AC00593,P003,292718.59,25,2026-07-01
AC00593,P014,234174.87,20,2026-07-01
AC00593,P016,234174.87,20,2026-07-01
AC00594,P054,500874.03,35,2026-07-01
AC00594,P061,357767.16,25,2026-07-01
AC00594,P058,286213.73,20,2026-07-01
AC00594,P008,286213.73,20,2026-07-01
AC00595,P041,411053.26,35,2026-07-01
AC00595,P063,293609.47,25,2026-07-01
AC00595,P005,234887.58,20,2026-07-01
AC00595,P021,234887.58,20,2026-07-01
AC00596,P043,502398.43,35,2026-07-01
AC00596,P008,358856.03,25,2026-07-01
AC00596,P039,287084.82,20,2026-07-01
AC00596,P037,287084.82,20,2026-07-01
AC00597,P033,412300.51,35,2026-07-01
AC00597,P031,294500.36,25,2026-07-01
AC00597,P015,235600.29,20,2026-07-01
AC00597,P006,235600.29,20,2026-07-01
AC00598,P014,503922.84,35,2026-07-01
AC00598,P022,359944.89,25,2026-07-01
AC00598,P020,287955.91,20,2026-07-01
AC00598,P043,287955.91,20,2026-07-01
AC00599,P001,413547.75,35,2026-07-01
AC00599,P013,295391.25,25,2026-07-01
AC00599,P019,236313.0,20,2026-07-01
AC00599,P006,236313.0,20,2026-07-01
AC00600,P039,505447.25,35,2026-07-01
AC00600,P015,361033.75,25,2026-07-01
AC00600,P028,288827.0,20,2026-07-01
AC00600,P012,288827.0,20,2026-07-01
AC00601,P035,414794.99,35,2026-07-01
AC00601,P011,296282.14,25,2026-07-01
AC00601,P016,237025.71,20,2026-07-01
AC00601,P008,237025.71,20,2026-07-01
AC00602,P010,506971.66,35,2026-07-01
AC00602,P034,362122.61,25,2026-07-01
AC00602,P008,289698.09,20,2026-07-01
AC00602,P038,289698.09,20,2026-07-01
AC00603,P057,416042.23,35,2026-07-01
AC00603,P012,297173.03,25,2026-07-01
AC00603,P056,237738.42,20,2026-07-01
AC00603,P028,237738.42,20,2026-07-01
AC00604,P031,508496.06,35,2026-07-01
AC00604,P033,363211.47,25,2026-07-01
AC00604,P001,290569.18,20,2026-07-01
AC00604,P035,290569.18,20,2026-07-01
AC00605,P044,417289.48,35,2026-07-01
AC00605,P036,298063.91,25,2026-07-01
AC00605,P026,238451.13,20,2026-07-01
AC00605,P060,238451.13,20,2026-07-01
AC00606,P064,510020.47,35,2026-07-01
AC00606,P059,364300.34,25,2026-07-01
AC00606,P039,291440.27,20,2026-07-01
AC00606,P009,291440.27,20,2026-07-01
AC00607,P016,418536.72,35,2026-07-01
AC00607,P064,298954.8,25,2026-07-01
AC00607,P020,239163.84,20,2026-07-01
AC00607,P046,239163.84,20,2026-07-01
AC00608,P049,511544.88,35,2026-07-01
AC00608,P060,365389.2,25,2026-07-01
AC00608,P063,292311.36,20,2026-07-01
AC00608,P032,292311.36,20,2026-07-01
AC00609,P022,419783.96,35,2026-07-01
AC00609,P050,299845.69,25,2026-07-01
AC00609,P007,239876.55,20,2026-07-01
AC00609,P039,239876.55,20,2026-07-01
AC00610,P016,513069.29,35,2026-07-01
AC00610,P004,366478.06,25,2026-07-01
AC00610,P053,293182.45,20,2026-07-01
AC00610,P029,293182.45,20,2026-07-01
AC00611,P037,421031.21,35,2026-07-01
AC00611,P030,300736.58,25,2026-07-01
AC00611,P059,240589.26,20,2026-07-01
AC00611,P039,240589.26,20,2026-07-01
AC00612,P050,514593.69,35,2026-07-01
AC00612,P061,367566.92,25,2026-07-01
AC00612,P012,294053.54,20,2026-07-01
AC00612,P043,294053.54,20,2026-07-01
AC00613,P001,422278.45,35,2026-07-01
AC00613,P032,301627.46,25,2026-07-01
AC00613,P051,241301.97,20,2026-07-01
AC00613,P015,241301.97,20,2026-07-01
AC00614,P054,516118.1,35,2026-07-01
AC00614,P028,368655.79,25,2026-07-01
AC00614,P020,294924.63,20,2026-07-01
AC00614,P058,294924.63,20,2026-07-01
AC00615,P050,423525.69,35,2026-07-01
AC00615,P027,302518.35,25,2026-07-01
AC00615,P025,242014.68,20,2026-07-01
AC00615,P008,242014.68,20,2026-07-01
AC00616,P060,517642.51,35,2026-07-01
AC00616,P008,369744.65,25,2026-07-01
AC00616,P020,295795.72,20,2026-07-01
AC00616,P043,295795.72,20,2026-07-01
AC00617,P035,424772.93,35,2026-07-01
AC00617,P018,303409.24,25,2026-07-01
AC00617,P044,242727.39,20,2026-07-01
AC00617,P028,242727.39,20,2026-07-01
AC00618,P041,519166.92,35,2026-07-01
AC00618,P008,370833.51,25,2026-07-01
AC00618,P052,296666.81,20,2026-07-01
AC00618,P011,296666.81,20,2026-07-01
AC00619,P051,426020.17,35,2026-07-01
AC00619,P047,304300.12,25,2026-07-01
AC00619,P027,243440.1,20,2026-07-01
AC00619,P036,243440.1,20,2026-07-01
AC00620,P002,520691.32,35,2026-07-01
AC00620,P001,371922.38,25,2026-07-01
AC00620,P041,297537.9,20,2026-07-01
AC00620,P031,297537.9,20,2026-07-01
AC00621,P048,427267.42,35,2026-07-01
AC00621,P057,305191.01,25,2026-07-01
AC00621,P026,244152.81,20,2026-07-01
AC00621,P045,244152.81,20,2026-07-01
AC00622,P035,522215.73,35,2026-07-01
AC00622,P015,373011.24,25,2026-07-01
AC00622,P048,298408.99,20,2026-07-01
AC00622,P018,298408.99,20,2026-07-01
AC00623,P041,428514.66,35,2026-07-01
AC00623,P049,306081.9,25,2026-07-01
AC00623,P036,244865.52,20,2026-07-01
AC00623,P044,244865.52,20,2026-07-01
AC00624,P012,523740.14,35,2026-07-01
AC00624,P064,374100.1,25,2026-07-01
AC00624,P036,299280.08,20,2026-07-01
AC00624,P054,299280.08,20,2026-07-01
AC00625,P048,429761.9,35,2026-07-01
AC00625,P046,306972.79,25,2026-07-01
AC00625,P022,245578.23,20,2026-07-01
AC00625,P051,245578.23,20,2026-07-01
AC00626,P015,525264.55,35,2026-07-01
AC00626,P041,375188.96,25,2026-07-01
AC00626,P042,300151.17,20,2026-07-01
AC00626,P003,300151.17,20,2026-07-01
AC00627,P045,431009.14,35,2026-07-01
AC00627,P017,307863.67,25,2026-07-01
AC00627,P016,246290.94,20,2026-07-01
AC00627,P048,246290.94,20,2026-07-01
AC00628,P024,526788.95,35,2026-07-01
AC00628,P003,376277.83,25,2026-07-01
AC00628,P034,301022.26,20,2026-07-01
AC00628,P029,301022.26,20,2026-07-01
AC00629,P034,432256.39,35,2026-07-01
AC00629,P043,308754.56,25,2026-07-01
AC00629,P053,247003.65,20,2026-07-01
AC00629,P025,247003.65,20,2026-07-01
AC00630,P026,528313.36,35,2026-07-01
AC00630,P055,377366.69,25,2026-07-01
AC00630,P062,301893.35,20,2026-07-01
AC00630,P053,301893.35,20,2026-07-01
AC00631,P059,433503.63,35,2026-07-01
AC00631,P043,309645.45,25,2026-07-01
AC00631,P019,247716.36,20,2026-07-01
AC00631,P024,247716.36,20,2026-07-01
AC00632,P036,529837.77,35,2026-07-01
AC00632,P040,378455.55,25,2026-07-01
AC00632,P008,302764.44,20,2026-07-01
AC00632,P010,302764.44,20,2026-07-01
AC00633,P013,434750.87,35,2026-07-01
AC00633,P062,310536.34,25,2026-07-01
AC00633,P039,248429.07,20,2026-07-01
AC00633,P009,248429.07,20,2026-07-01
AC00634,P027,531362.18,35,2026-07-01
AC00634,P064,379544.41,25,2026-07-01
AC00634,P008,303635.53,20,2026-07-01
AC00634,P010,303635.53,20,2026-07-01
AC00635,P021,435998.11,35,2026-07-01
AC00635,P034,311427.22,25,2026-07-01
AC00635,P048,249141.78,20,2026-07-01
