similarity_id,source_entity_type,source_entity_id,target_entity_type,target_entity_id,similarity_type,similarity_score,explanation,created_ts,source_advisor_id,target_advisor_id
SIM00000413,Advisor,ADV0138,Advisor,ADV0163,Advisor Peer Similarity,0.8993,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0138,ADV0163
SIM00000414,Advisor,ADV0138,Advisor,ADV0077,Advisor Peer Similarity,0.6815,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0138,ADV0077
SIM00000415,Advisor,ADV0139,Advisor,ADV0078,Advisor Peer Similarity,0.8741,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0139,ADV0078
SIM00000416,Advisor,ADV0139,Advisor,ADV0153,Advisor Peer Similarity,0.7236,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0139,ADV0153
SIM00000417,Advisor,ADV0139,Advisor,ADV0141,Advisor Peer Similarity,0.9371,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0139,ADV0141
SIM00000418,Advisor,ADV0140,Advisor,ADV0094,Advisor Peer Similarity,0.74,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0140,ADV0094
SIM00000419,Advisor,ADV0140,Advisor,ADV0110,Advisor Peer Similarity,0.6804,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0140,ADV0110
SIM00000420,Advisor,ADV0140,Advisor,ADV0005,Advisor Peer Similarity,0.9106,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0140,ADV0005
SIM00000421,Advisor,ADV0141,Advisor,ADV0131,Advisor Peer Similarity,0.8528,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0141,ADV0131
SIM00000422,Advisor,ADV0141,Advisor,ADV0161,Advisor Peer Similarity,0.6557,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0141,ADV0161
SIM00000423,Advisor,ADV0141,Advisor,ADV0127,Advisor Peer Similarity,0.6621,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0141,ADV0127
SIM00000424,Advisor,ADV0142,Advisor,ADV0045,Advisor Peer Similarity,0.736,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0142,ADV0045
SIM00000425,Advisor,ADV0142,Advisor,ADV0150,Advisor Peer Similarity,0.8572,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0142,ADV0150
SIM00000426,Advisor,ADV0142,Advisor,ADV0028,Advisor Peer Similarity,0.8739,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0142,ADV0028
SIM00000427,Advisor,ADV0143,Advisor,ADV0070,Advisor Peer Similarity,0.7255,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0143,ADV0070
SIM00000428,Advisor,ADV0143,Advisor,ADV0112,Advisor Peer Similarity,0.8417,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0143,ADV0112
SIM00000429,Advisor,ADV0143,Advisor,ADV0122,Advisor Peer Similarity,0.916,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0143,ADV0122
SIM00000430,Advisor,ADV0144,Advisor,ADV0080,Advisor Peer Similarity,0.8122,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0144,ADV0080
SIM00000431,Advisor,ADV0144,Advisor,ADV0017,Advisor Peer Similarity,0.6926,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0144,ADV0017
SIM00000432,Advisor,ADV0144,Advisor,ADV0095,Advisor Peer Similarity,0.6682,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0144,ADV0095
SIM00000433,Advisor,ADV0145,Advisor,ADV0086,Advisor Peer Similarity,0.6572,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0145,ADV0086
SIM00000434,Advisor,ADV0145,Advisor,ADV0150,Advisor Peer Similarity,0.6602,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0145,ADV0150
SIM00000435,Advisor,ADV0145,Advisor,ADV0021,Advisor Peer Similarity,0.8691,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0145,ADV0021
SIM00000436,Advisor,ADV0146,Advisor,ADV0030,Advisor Peer Similarity,0.7445,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0146,ADV0030
SIM00000437,Advisor,ADV0146,Advisor,ADV0115,Advisor Peer Similarity,0.9312,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0146,ADV0115
SIM00000438,Advisor,ADV0146,Advisor,ADV0054,Advisor Peer Similarity,0.8228,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0146,ADV0054
SIM00000439,Advisor,ADV0147,Advisor,ADV0080,Advisor Peer Similarity,0.8798,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0147,ADV0080
SIM00000440,Advisor,ADV0147,Advisor,ADV0074,Advisor Peer Similarity,0.6883,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0147,ADV0074
SIM00000441,Advisor,ADV0147,Advisor,ADV0130,Advisor Peer Similarity,0.6999,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0147,ADV0130
SIM00000442,Advisor,ADV0148,Advisor,ADV0060,Advisor Peer Similarity,0.8771,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0148,ADV0060
SIM00000443,Advisor,ADV0148,Advisor,ADV0163,Advisor Peer Similarity,0.812,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0148,ADV0163
SIM00000444,Advisor,ADV0148,Advisor,ADV0038,Advisor Peer Similarity,0.886,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0148,ADV0038
SIM00000445,Advisor,ADV0149,Advisor,ADV0110,Advisor Peer Similarity,0.7767,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0149,ADV0110
SIM00000446,Advisor,ADV0149,Advisor,ADV0117,Advisor Peer Similarity,0.6881,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0149,ADV0117
SIM00000447,Advisor,ADV0149,Advisor,ADV0128,Advisor Peer Similarity,0.789,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0149,ADV0128
SIM00000448,Advisor,ADV0150,Advisor,ADV0124,Advisor Peer Similarity,0.8203,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0150,ADV0124
SIM00000449,Advisor,ADV0150,Advisor,ADV0116,Advisor Peer Similarity,0.8561,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0150,ADV0116
SIM00000450,Advisor,ADV0150,Advisor,ADV0113,Advisor Peer Similarity,0.8618,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0150,ADV0113
SIM00000451,Advisor,ADV0151,Advisor,ADV0167,Advisor Peer Similarity,0.8065,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0151,ADV0167
SIM00000452,Advisor,ADV0151,Advisor,ADV0053,Advisor Peer Similarity,0.7412,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0151,ADV0053
SIM00000453,Advisor,ADV0151,Advisor,ADV0043,Advisor Peer Similarity,0.7618,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0151,ADV0043
SIM00000454,Advisor,ADV0152,Advisor,ADV0051,Advisor Peer Similarity,0.7015,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0152,ADV0051
SIM00000455,Advisor,ADV0152,Advisor,ADV0010,Advisor Peer Similarity,0.8767,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0152,ADV0010
SIM00000456,Advisor,ADV0152,Advisor,ADV0139,Advisor Peer Similarity,0.6862,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0152,ADV0139
SIM00000457,Advisor,ADV0153,Advisor,ADV0048,Advisor Peer Similarity,0.8004,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0153,ADV0048
SIM00000458,Advisor,ADV0153,Advisor,ADV0088,Advisor Peer Similarity,0.837,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0153,ADV0088
SIM00000459,Advisor,ADV0153,Advisor,ADV0106,Advisor Peer Similarity,0.6896,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0153,ADV0106
SIM00000460,Advisor,ADV0154,Advisor,ADV0118,Advisor Peer Similarity,0.9581,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0154,ADV0118
SIM00000461,Advisor,ADV0154,Advisor,ADV0017,Advisor Peer Similarity,0.7131,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0154,ADV0017
SIM00000462,Advisor,ADV0154,Advisor,ADV0058,Advisor Peer Similarity,0.6888,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0154,ADV0058
SIM00000463,Advisor,ADV0155,Advisor,ADV0054,Advisor Peer Similarity,0.9216,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0155,ADV0054
SIM00000464,Advisor,ADV0155,Advisor,ADV0016,Advisor Peer Similarity,0.8303,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0155,ADV0016
SIM00000465,Advisor,ADV0155,Advisor,ADV0077,Advisor Peer Similarity,0.9349,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0155,ADV0077
SIM00000466,Advisor,ADV0156,Advisor,ADV0094,Advisor Peer Similarity,0.8257,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0156,ADV0094
SIM00000467,Advisor,ADV0156,Advisor,ADV0155,Advisor Peer Similarity,0.944,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0156,ADV0155
SIM00000468,Advisor,ADV0156,Advisor,ADV0054,Advisor Peer Similarity,0.8849,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0156,ADV0054
SIM00000469,Advisor,ADV0157,Advisor,ADV0107,Advisor Peer Similarity,0.9139,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0157,ADV0107
SIM00000470,Advisor,ADV0157,Advisor,ADV0007,Advisor Peer Similarity,0.7073,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0157,ADV0007
SIM00000471,Advisor,ADV0157,Advisor,ADV0046,Advisor Peer Similarity,0.7704,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0157,ADV0046
SIM00000472,Advisor,ADV0158,Advisor,ADV0105,Advisor Peer Similarity,0.7778,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0158,ADV0105
SIM00000473,Advisor,ADV0158,Advisor,ADV0129,Advisor Peer Similarity,0.7628,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0158,ADV0129
SIM00000474,Advisor,ADV0158,Advisor,ADV0111,Advisor Peer Similarity,0.9414,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0158,ADV0111
SIM00000475,Advisor,ADV0159,Advisor,ADV0019,Advisor Peer Similarity,0.8606,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0159,ADV0019
SIM00000476,Advisor,ADV0159,Advisor,ADV0037,Advisor Peer Similarity,0.8671,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0159,ADV0037
SIM00000477,Advisor,ADV0159,Advisor,ADV0008,Advisor Peer Similarity,0.8019,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0159,ADV0008
SIM00000478,Advisor,ADV0160,Advisor,ADV0134,Advisor Peer Similarity,0.7886,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0160,ADV0134
SIM00000479,Advisor,ADV0160,Advisor,ADV0141,Advisor Peer Similarity,0.7879,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0160,ADV0141
SIM00000480,Advisor,ADV0160,Advisor,ADV0065,Advisor Peer Similarity,0.9243,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0160,ADV0065
SIM00000481,Advisor,ADV0161,Advisor,ADV0150,Advisor Peer Similarity,0.9316,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0161,ADV0150
SIM00000482,Advisor,ADV0161,Advisor,ADV0112,Advisor Peer Similarity,0.7028,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0161,ADV0112
SIM00000483,Advisor,ADV0161,Advisor,ADV0020,Advisor Peer Similarity,0.7595,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0161,ADV0020
SIM00000484,Advisor,ADV0162,Advisor,ADV0148,Advisor Peer Similarity,0.6909,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0162,ADV0148
SIM00000485,Advisor,ADV0162,Advisor,ADV0039,Advisor Peer Similarity,0.7271,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0162,ADV0039
SIM00000486,Advisor,ADV0162,Advisor,ADV0041,Advisor Peer Similarity,0.9164,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0162,ADV0041
SIM00000487,Advisor,ADV0163,Advisor,ADV0030,Advisor Peer Similarity,0.7639,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0163,ADV0030
SIM00000488,Advisor,ADV0163,Advisor,ADV0167,Advisor Peer Similarity,0.7277,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0163,ADV0167
SIM00000489,Advisor,ADV0163,Advisor,ADV0064,Advisor Peer Similarity,0.6864,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0163,ADV0064
SIM00000490,Advisor,ADV0164,Advisor,ADV0008,Advisor Peer Similarity,0.8746,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0164,ADV0008
SIM00000491,Advisor,ADV0164,Advisor,ADV0114,Advisor Peer Similarity,0.783,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0164,ADV0114
SIM00000492,Advisor,ADV0164,Advisor,ADV0134,Advisor Peer Similarity,0.774,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0164,ADV0134
SIM00000493,Advisor,ADV0165,Advisor,ADV0093,Advisor Peer Similarity,0.9187,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0165,ADV0093
SIM00000494,Advisor,ADV0165,Advisor,ADV0122,Advisor Peer Similarity,0.925,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0165,ADV0122
SIM00000495,Advisor,ADV0165,Advisor,ADV0106,Advisor Peer Similarity,0.8839,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0165,ADV0106
SIM00000496,Advisor,ADV0166,Advisor,ADV0154,Advisor Peer Similarity,0.6769,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0166,ADV0154
SIM00000497,Advisor,ADV0166,Advisor,ADV0105,Advisor Peer Similarity,0.9151,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0166,ADV0105
SIM00000498,Advisor,ADV0166,Advisor,ADV0084,Advisor Peer Similarity,0.9389,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0166,ADV0084
SIM00000499,Advisor,ADV0167,Advisor,ADV0140,Advisor Peer Similarity,0.6502,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0167,ADV0140
SIM00000500,Advisor,ADV0167,Advisor,ADV0150,Advisor Peer Similarity,0.8964,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0167,ADV0150
SIM00000501,Advisor,ADV0167,Advisor,ADV0091,Advisor Peer Similarity,0.6889,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0167,ADV0091
SIM00000502,Advisor,ADV0168,Advisor,ADV0115,Advisor Peer Similarity,0.9402,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0168,ADV0115
SIM00000503,Advisor,ADV0168,Advisor,ADV0064,Advisor Peer Similarity,0.7774,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0168,ADV0064
SIM00000504,Advisor,ADV0168,Advisor,ADV0101,Advisor Peer Similarity,0.9534,"Similar revenue, AUM, product mix, CRM cadence and AGP profile.",2025-12-31 00:00:00,ADV0168,ADV0101
